2019-09-26 08:59:47.476 | INFO     | __main__:<module>:173 - server start
2019-09-26 08:59:47.483 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000022526454898>
2019-09-26 08:59:47.553 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000022526454898>
2019-09-26 09:02:11.710 | INFO     | __main__:<module>:173 - server start
2019-09-26 09:02:11.717 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000027A373D4898>
2019-09-26 09:02:11.783 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000027A373D4898>
2019-09-26 09:40:27.912 | INFO     | __main__:<module>:173 - server start
2019-09-26 09:40:27.920 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000125D3D78898>
2019-09-26 09:40:27.976 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000125D3D78898>
2019-09-26 09:43:42.108 | INFO     | __main__:<module>:173 - server start
2019-09-26 09:43:42.115 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000208CE638860>
2019-09-26 09:43:42.171 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000208CE638860>
2019-09-26 09:59:03.852 | INFO     | __main__:<module>:173 - server start
2019-09-26 09:59:03.859 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000228763198D0>
2019-09-26 09:59:03.930 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000228763198D0>
2019-09-26 09:59:36.562 | INFO     | __main__:<module>:173 - server start
2019-09-26 09:59:36.569 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000224FB1488D0>
2019-09-26 09:59:36.629 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000224FB1488D0>
2019-09-26 09:59:50.295 | INFO     | __main__:<module>:173 - server start
2019-09-26 09:59:50.302 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000019D89F888D0>
2019-09-26 09:59:50.368 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000019D89F888D0>
2019-09-26 10:15:12.038 | INFO     | __main__:<module>:173 - server start
2019-09-26 10:15:12.047 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001A397604908>
2019-09-26 10:15:12.105 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001A397604908>
2019-09-26 10:42:58.288 | INFO     | __main__:<module>:173 - server start
2019-09-26 10:42:58.294 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000022AEF0599B0>
2019-09-26 10:42:58.364 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000022AEF0599B0>
2019-09-26 10:47:28.498 | INFO     | __main__:<module>:173 - server start
2019-09-26 10:47:28.504 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001C1AE6A7908>
2019-09-26 10:47:28.575 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001C1AE6A7908>
2019-09-26 11:14:13.743 | INFO     | __main__:<module>:173 - server start
2019-09-26 11:14:13.750 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001A9A98589E8>
2019-09-26 11:14:13.821 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001A9A98589E8>
2019-09-26 14:38:29.021 | INFO     | __main__:<module>:173 - server start
2019-09-26 14:38:29.028 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000021EF53F4A90>
2019-09-26 14:38:29.113 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x0000021EF53F4A90>
2019-09-26 14:56:14.249 | INFO     | __main__:<module>:173 - server start
2019-09-26 14:56:14.255 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001C2D71C6898>
2019-09-26 14:56:14.324 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001C2D71C6898>
2019-09-26 14:57:15.450 | INFO     | __main__:<module>:173 - server start
2019-09-26 14:57:15.458 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001FF896B7828>
2019-09-26 14:57:15.524 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000001FF896B7828>
2019-09-26 15:08:01.666 | INFO     | __main__:<module>:173 - server start
2019-09-26 15:08:01.673 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000002D4DD4D7908>
2019-09-26 15:08:01.742 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000002D4DD4D7908>
2019-09-26 15:17:20.899 | INFO     | __main__:<module>:173 - server start
2019-09-26 15:17:20.906 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000151FE015860>
2019-09-26 15:17:20.968 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x00000151FE015860>
2019-09-26 17:00:17.162 | INFO     | __main__:<module>:173 - server start
2019-09-26 17:00:17.168 | INFO     | extends.session_tornadis:__new__:103 - init session redis pool:<class 'extends.session_tornadis.SessionManager'>, (), {'options': {'db_no': 0, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10, 'session_key_name': 'TR_SESSION_ID', 'session_expires_days': 7}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000002A9CAB17860>
2019-09-26 17:00:17.241 | INFO     | extends.cache_tornadis:__new__:37 - init cache redis pool:<class 'extends.cache_tornadis.CacheManager'>, (), {'options': {'db_no': 1, 'host': '127.0.0.1', 'port': 6379, 'password': None, 'max_connections': 10}}, <tornado.platform.asyncio.AsyncIOMainLoop object at 0x000002A9CAB17860>
2019-09-26 18:28:47.381 | INFO     | __main__:<module>:173 - server start
2019-09-26 18:55:23.603 | INFO     | __main__:<module>:173 - server start
